Principio attivo;Confezione di riferimento;ATC;AIC;Confezione;Farmaco;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 29 ottobre 2015;Differenza;Nota;Codice gruppo equivalenza
Memantina;28 UNITA' 20 MG - USO ORALE;N06DX01;42759074;"""20 MG-COMPRESSE RIVESTITA CON FILM- USO ORALE-BLISTER (PVC/PVDC/ALU) -28 COMPRESSE";MEMANTINA LEK;PHARMATHEN S.A.;  19,00;  25,00;  6,00;In distribuzione diretta da parte delle Regioni;OGB
Memantina;28 UNITA' 20 MG - USO ORALE;N06DX01;42776221;20 MG-COMPRESSE RIVESTITA CON FILM- USO ORALE-BLISTER (PVDC/ALU) -28 COMPRESSE;MEMANTINA MYLAN;GENERICS UK LIMITED;  19,00;  40,00;  21,00;In distribuzione diretta da parte delle Regioni;OGB
Memantina;28 UNITA' 20 MG - USO ORALE;N06DX01;42773034;"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE  IN BLISTER PVC+PCTFE+PVC/AL";MEMANTINA TECNIGEN;TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;  19,00;  19,00;  0,00;In distribuzione diretta da parte delle Regioni;OGB
Memantina;56 UNITA' 10 MG - USO ORALE;N06DX01;35681081;"""10 MG COMPRESSE RIVESTITE CON FILM IN BLISTER USO ORALE"" 56 COMPRESSE";EBIXA;H.LUNDBECK A/S;  19,00;  34,00;  15,00;In distribuzione diretta da parte delle Regioni;OGA
Memantina;56 UNITA' 10 MG - USO ORALE;N06DX01;42312013;"""10 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER PVC/AL";EZEMANTIS;FB HEALTH S.R.L.;  19,00;  19,00;  0,00;In distribuzione diretta da parte delle Regioni;OGA
Memantina;56 UNITA' 10 MG - USO ORALE;N06DX01;43171053;10MG-COMPRESSE RIVESTITA CON FILM-USO ORALE-BLISTER (PVC/PE/PVDC/ALLUMINIO)-56 COMPRESSE;MEMANTINA ACCORD;ACCORD HEALTHCARE LIMITED;  19,00;  19,00;  0,00;In distribuzione diretta da parte delle Regioni;OGA
Memantina;56 UNITA' 10 MG - USO ORALE;N06DX01;42245047;"""10 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER PVC/PVDC/AL";MEMANTINA DOC GENERICI;DOC GENERICI S.R.L.;  19,00;  19,00;  0,00;In distribuzione diretta da parte delle Regioni;OGA
Memantina;56 UNITA' 10 MG - USO ORALE;N06DX01;42759047;"""10 MG-COMPRESSE RIVESTITA CON FILM- USO ORALE-BLISTER (PVC/PVDC/ALU) -56 COMPRESSE";MEMANTINA LEK;PHARMATHEN S.A.;  19,00;  25,00;  6,00;In distribuzione diretta da parte delle Regioni;OGA
Memantina;56 UNITA' 10 MG - USO ORALE;N06DX01;42339022;"""10 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE IN BLISTER PVC/PVDC/AL";MEMANTINA MACLEODS;MACLEODS PHARMA UK LIMITED;  19,00;  19,00;  0,00;In distribuzione diretta da parte delle Regioni;OGA
Memantina;56 UNITA' 10 MG - USO ORALE;N06DX01;42776094;"""10 MG-COMPRESSE RIVESTITA CON FILM- USO ORALE-BLISTER (PVDC/ALU) -56 COMPRESSE";MEMANTINA MYLAN;GENERICS UK LIMITED;  19,00;  40,00;  21,00;In distribuzione diretta da parte delle Regioni;OGA
Memantina;56 UNITA' 10 MG - USO ORALE;N06DX01;42773010;"""10 MG COMPRESSE RIVESTITE CON FILM"" 56 COMPRESSE  IN BLISTER PVC+PCTFE+PVC/AL";MEMANTINA TECNIGEN;TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;  19,00;  19,00;  0,00;In distribuzione diretta da parte delle Regioni;OGA
Mesalazina;20 UNITA' 500 MG - USO RETTALE;A07EC02;26416139;20 SUPPOSTE 500 MG;ASACOL;GIULIANI S.P.A.;  15,58;  17,08;  1,50;;02D
Mesalazina;20 UNITA' 500 MG - USO RETTALE;A07EC02;34298051;"""500 MG SUPPOSTE"" 20 SUPPOSTE";ASAMAX;ASTELLAS PHARMA S.P.A.;  15,58;  17,15;  1,57;;02D
Mesalazina;20 UNITA' 500 MG - USO RETTALE;A07EC02;35356056;"""10% GEL RETTALE"" 20 CONTENITORI MONODOSE";ASAVIXIN;ROTTAPHARM S.P.A.;  15,58;  17,15;  1,57;;02D
Mesalazina;20 UNITA' 500 MG - USO RETTALE;A07EC02;35358050;"""10% GEL RETTALE"" 20 CONTENITORI MONODOSE";ENTERAPROCT;CRINOS S.P.A.;  15,58;  17,15;  1,57;;02D
Mesalazina;20 UNITA' 500 MG - USO RETTALE;A07EC02;33081050;"""500 MG GEL RETTALE"" 20 CONTENITORI MONODOSE 5 G";MESAFLOR;SO.SE.PHARM S.R.L.;  15,58;  17,15;  1,57;;02D
Mesalazina;20 UNITA' 500 MG - USO RETTALE;A07EC02;26925154;"""500 MG SUPPOSTE"" 20 SUPPOSTE";PENTACOL;SOFAR S.P.A.;  15,58;  17,08;  1,50;;02D
Mesalazina;20 UNITA' 500 MG - USO RETTALE;A07EC02;26925065;"""500"" 20 TUBI GEL RETTALE MONODOSE 500 MG";PENTACOL;SOFAR S.P.A.;  15,58;  17,15;  1,57;;02D
Mesalazina;20 UNITA' 500 MG - USO RETTALE;A07EC02;35509013;"""500 MG GEL RETTALE"" 20 CONTENITORI MONODOSE";PROCTASACOL;GIULIANI S.P.A.;  15,58;  17,08;  1,50;;02D
Mesalazina;24 UNITA' 800 MG - USO ORALE;A07EC02;34298024;"""800 MG COMPRESSE GASTRORESISTENTI"" 24 COMPRESSE GASTRORESISTENTI";ASAMAX;ASTELLAS PHARMA S.P.A.;  11,26;  13,09;  1,83;;02A
Mesalazina;24 UNITA' 800 MG - USO ORALE;A07EC02;29480050;"""800 MG COMPRESSE GASTRORESISTENTI "" 24 COMPRESSE GASTRORESISTENTI";ENTERASIN;CRINOS S.P.A.;  11,26;  12,39;  1,13;;02A
Mesalazina;24 UNITA' 800 MG - USO ORALE;A07EC02;33256025;"""800 MG COMPRESSE GASTRORESISTENTI"" 24 COMPRESSE";LEXTRASA;SOFAR S.P.A.;  11,26;  12,39;  1,13;;02A
Mesalazina;24 UNITA' 800 MG - USO ORALE;A07EC02;34462022;"""800 MG COMPRESSE GASTRORESISTENTI"" 24 COMPRESSE GASTRORESISTENTI";MESALAZINA;TEVA ITALIA S.R.L.;  11,26;  11,26;  0,00;;02A
Mesalazina;24 UNITA' 800 MG - USO ORALE;A07EC02;35386022;"""800 MG COMPRESSE GASTRORESISTENTI"" 24 COMPRESSE";MESALAZINA AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  11,26;  11,26;  0,00;;02A
Mesalazina;24 UNITA' 800 MG - USO ORALE;A07EC02;34254021;"""800 MG COMPRESSE GASTRORESISTENTI"" 24 COMPRESSE GASTRORESISTENTI";MESAZIN;S.F. GROUP S.R.L.;  11,26;  11,26;  0,00;;02A
Mesalazina;28 UNITA' 1 G - USO RETTALE;A07EC02;26416305;"""1 G SUPPOSTE"" 28 SUPPOSTE";ASACOL;GIULIANI S.P.A.;  34,44;  54,29;  19,85;;02I
Mesalazina;28 UNITA' 1 G - USO RETTALE;A07EC02;27130069;"""1 G SUPPOSTE"" 28 SUPPOSTE";PENTASA;FERRING S.P.A.;  34,44;  54,29;  19,85;;02I
Mesalazina;50 UNITA' 400 MG - USO ORALE;A07EC02;26416255;"""400 MG CAPSULE A RILASCIO MODIFICATO"" 50 CAPSULE A RILASCIO MODIFICATO";ASACOL;GIULIANI S.P.A.;  12,48;  13,98;  1,50;;02B
Mesalazina;50 UNITA' 400 MG - USO ORALE;A07EC02;29480011;"""400 MG CAPSULE RIGIDE"" 50 CAPSULE";ENTERASIN;CRINOS S.P.A.;  12,48;  13,74;  1,26;;02B
Mesalazina;50 UNITA' 400 MG - USO ORALE;A07EC02;33256013;"""400 MG COMPRESSE GASTRORESISTENTI"" 50 COMPRESSE";LEXTRASA;SOFAR S.P.A.;  12,48;  13,74;  1,26;;02B
Mesalazina;50 UNITA' 400 MG - USO ORALE;A07EC02;34462010;"""400 MG COMPRESSE GASTRORESISTENTI"" 50 COMPRESSE GASTRORESISTENTI";MESALAZINA;TEVA ITALIA S.R.L.;  12,48;  12,48;  0,00;;02B
Mesalazina;50 UNITA' 400 MG - USO ORALE;A07EC02;35386010;"""400 MG COMPRESSE GASTRORESISTENTI"" 50 COMPRESSE";MESALAZINA AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  12,48;  12,48;  0,00;;02B
Mesalazina;50 UNITA' 400 MG - USO ORALE;A07EC02;34254019;"""400 MG COMPRESSE GASTRORESISTENTI"" 50 COMPRESSE GASTRORESISTENTI";MESAZIN;S.F. GROUP S.R.L.;  12,48;  12,48;  0,00;;02B
Mesalazina;50 UNITA' 500 MG - USO ORALE;A07EC02;35356017;"""500 MG COMPRESSE RIVESTITE"" 50 COMRESSE";ASAVIXIN;ROTTAPHARM S.P.A.;  17,64;  19,41;  1,77;;02G
Mesalazina;50 UNITA' 500 MG - USO ORALE;A07EC02;27308016;"""500 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";CLAVERSAL;TEOFARMA S.R.L.;  17,64;  20,32;  2,68;;02G
Mesalazina;50 UNITA' 500 MG - USO ORALE;A07EC02;33081011;50 COMPRESSE RIVESTITE 500 MG;MESAFLOR;SO.SE.PHARM S.R.L.;  17,64;  17,64;  0,00;;02G
Mesalazina;50 UNITA' 500 MG - USO ORALE;A07EC02;34836015;"""500 MG COMPRESSE RIVESTITE"" BLISTER 50 COMPRESSE";MESALAZINA;SANDOZ S.P.A.;  17,64;  19,41;  1,77;;02G
Mesalazina;50 UNITA' 500 MG - USO ORALE;A07EC02;27130071;"""500 MG COMPRESSE A RILASCIO MODIFICATO"" 50 COMPRESSE";PENTASA;FERRING S.P.A.;  17,64;  22,42;  4,78;;02G
Mesalazina;60 UNITA' 400 MG - USO ORALE;A07EC02;26416329;"""400 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE";ASACOL;GIULIANI S.P.A.;  15,07;  16,57;  1,50;;02L
Mesalazina;60 UNITA' 400 MG - USO ORALE;A07EC02;33529052;"""400 MG COMPRESSE GASTRORESISTENT""I 60 COMPRESSE";MESALAZINA MYLAN GENERICS;MYLAN S.P.A.;  15,07;  15,07;  0,00;;02L
Mesalazina;60 UNITA' 400 MG - USO ORALE;A07EC02;26925040;"""400 MG COMPRESSE GASTRORESISTENTI A RILASCIO MODIFICATO"" 4 BLISTER DA 15 COMPRESSE";PENTACOL;SOFAR S.P.A.;  15,07;  16,57;  1,50;;02L
Mesalazina;60 UNITA' 800 MG - USO ORALE;A07EC02;26416317;"""800 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE";ASACOL;GIULIANI S.P.A.;  23,79;  25,29;  1,50;;02H
Mesalazina;60 UNITA' 800 MG - USO ORALE;A07EC02;27122124;"""800 MG COMPRESSE GASTRORESISTENTI A RILASCIO MODIFICATO"" 60 COMPRESSE";ASALEX;CHIESI FARMACEUTICI S.P.A.;  23,79;  24,19;  0,40;;02H
Mesalazina;60 UNITA' 800 MG - USO ORALE;A07EC02;35386061;"""800 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE";MESALAZINA AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  23,79;  23,79;  0,00;;02H
Mesalazina;60 UNITA' 800 MG - USO ORALE;A07EC02;33529064;"""800 MG COMPRESSE GASTRORESISTENTI"" 60 COMPRESSE";MESALAZINA MYLAN GENERICS;MYLAN S.P.A.;  23,79;  23,79;  0,00;;02H
Mesalazina;60 UNITA' 800 MG - USO ORALE;A07EC02;26925053;"""800 MG COMPRESSE GASTRORESISTENTI A RILASCIO MODIFICATO"" 60 COMPRESSE";PENTACOL;SOFAR S.P.A.;  23,79;  25,29;  1,50;;02H
Mesalazina;7 UNITA' 2000 MG - USO RETTALE;A07EC02;26416141;7 CLISMI PRONTI G 2/50 ML;ASACOL;GIULIANI S.P.A.;  22,96;  24,46;  1,50;;02E
Mesalazina;7 UNITA' 2000 MG - USO RETTALE;A07EC02;26416216;"""2 G SCHIUMA RETTALE"" 7 CONTENITORI MONODOSE";ASACOL;GIULIANI S.P.A.;  22,96;  24,46;  1,50;;02E
Mesalazina;7 UNITA' 2000 MG - USO RETTALE;A07EC02;27122062;2 G SOSP RETTALE 7 FLAC+7 CANNULE RETTALI;ASALEX;CHIESI FARMACEUTICI S.P.A.;  22,96;  24,46;  1,50;;02E
Mesalazina;7 UNITA' 2000 MG - USO RETTALE;A07EC02;34298036;"""2 G/50 ML SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE DA 50 ML";ASAMAX;ASTELLAS PHARMA S.P.A.;  22,96;  25,27;  2,31;;02E
Mesalazina;7 UNITA' 2000 MG - USO RETTALE;A07EC02;35356031;"""2 G SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE E 7 CANNULE RETTALI";ASAVIXIN;ROTTAPHARM S.P.A.;  22,96;  25,27;  2,31;;02E
Mesalazina;7 UNITA' 2000 MG - USO RETTALE;A07EC02;33081023;7 CLISMI MONOUSO 2 G+ 7 CANNULE RETTALI;MESAFLOR;SO.SE.PHARM S.R.L.;  22,96;  22,96;  0,00;;02E
Mesalazina;7 UNITA' 2000 MG - USO RETTALE;A07EC02;34836027;"""2 G SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE + 7 CANNULE MONOUSO";MESALAZINA;SANDOZ S.P.A.;  22,96;  25,27;  2,31;;02E
Mesalazina;7 UNITA' 2000 MG - USO RETTALE;A07EC02;34254033;"""2 G/50 ML SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE DA 50 ML";MESAZIN;S.F. GROUP S.R.L.;  22,96;  22,96;  0,00;;02E
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;26416154;7 CLISMI PRONTI G 4/100 ML;ASACOL;GIULIANI S.P.A.;  34,44;  35,94;  1,50;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;26416230;"""4 G SCHIUMA RETTALE"" CONTENITORE MONODOSE";ASACOL;GIULIANI S.P.A.;  34,44;  35,94;  1,50;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;27122098;4 G SOSP RETTALE 7 FLAC+7 CANNULE RETTALI;ASALEX;CHIESI FARMACEUTICI S.P.A.;  34,44;  35,94;  1,50;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;34298048;"""4 G/100 ML SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE DA 100 ML";ASAMAX;ASTELLAS PHARMA S.P.A.;  34,44;  37,91;  3,47;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;35356043;"""4 G SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE E 7 CANNULE RETTALI";ASAVIXIN;ROTTAPHARM S.P.A.;  34,44;  37,91;  3,47;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;29480035;"""4G/60 ML GEL RETTALE"" 7 CONTENITORI MONODOSE CON EROGATORE";ENTERASIN;CRINOS S.P.A.;  34,44;  37,91;  3,47;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;33256037;"""4G/100 ML SOSPENSIONE RETTALE"" 7 CLISMI";LEXTRASA;SOFAR S.P.A.;  34,44;  37,91;  3,47;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;33081035;7 CLISMI MONOUSO 4 G+ 7 CANNULE RETTALI;MESAFLOR;SO.SE.PHARM S.R.L.;  34,44;  34,44;  0,00;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;34836039;"""4 G SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE + 7 CANNULE MONOUSO";MESALAZINA;SANDOZ S.P.A.;  34,44;  37,91;  3,47;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;34254045;"""4 G/100 ML SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE DA 100 ML";MESAZIN;S.F. GROUP S.R.L.;  34,44;  34,44;  0,00;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;26925141;"""4 G/100 ML SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE DA 100 ML";PENTACOL;SOFAR S.P.A.;  34,44;  35,94;  1,50;;02F
Mesalazina;7 UNITA' 4000 MG - USO RETTALE;A07EC02;27130044;"""4 G/100ML SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE DA 100ML";PENTASA;FERRING S.P.A.;  34,44;  37,90;  3,46;;02F
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;17758018;"""500 MG COMPRESSE RIVESTITE"" 30 COMPRESSE";GLUCOPHAGE;BRUNO FARMACEUTICI S.P.A.;  1,27;  1,81;  0,54;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;18820011;30 COMPRESSE 500 MG;METBAY;BAYER S.P.A.;  1,27;  1,81;  0,54;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;35215019;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";METFONORM;ABIOGEN PHARMA S.P.A.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;40323038;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";METFORMINA ACTAVIS;ACTAVIS GROUP PTC EHF;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;39044045;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA BLUEFISH;BLUEFISH PHARMACEUTICALS AB;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;39066030;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA DOC GENERICI;DOC GENERICI S.R.L.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;39066509;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";METFORMINA DOC GENERICI;DOC GENERICI S.R.L.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;40668028;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER CHIARO PVC/AL";METFORMINA EUROGENERICI;EG S.P.A.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;39846023;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";METFORMINA MYLAN GENERICS;MYLAN S.P.A.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;39046038;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA MYLAN ITALIA;MYLAN S.P.A.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;40975029;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA PENSA;PENSA PHARMA S.P.A.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;39916034;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";METFORMINA PFIZER;PFIZER ITALIA S.R.L.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;35195205;30 CPR RIVESTITE IN BLISTER BIANCO OPACO PVC/PVDC/AL DA 500 MG;METFORMINA TEVA;TEVA ITALIA S.R.L.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 500 MG - USO ORALE;A10BA02;38257022;"""500 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";ZUGLIMET;ZENTIVA ITALIA S.R.L.;  1,27;  1,27;  0,00;;A1A
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;17758246;"""850 MG POLVERE PER SOLUZIONE ORALE IN BUSTINE"" 30 BUSTINE MONODOSE CA/AL/PE";GLUCOPHAGE;BRUNO FARMACEUTICI S.P.A.;  2,23;  2,45;  0,22;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;19449038;"""850 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";METFORAL;LABORATORI GUIDOTTI S.P.A.;  2,23;  3,77;  1,54;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;40592026;"""850 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  2,23;  2,23;  0,00;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;39044223;"""850 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA BLUEFISH;BLUEFISH PHARMACEUTICALS AB;  2,23;  2,23;  0,00;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;39066218;"""850 MG COMPRESSE RIVESTITE CON FILM"" 30 CPR IN BLISTER PVC/PVDC/AL";METFORMINA DOC GENERICI;DOC GENERICI S.R.L.;  2,23;  2,23;  0,00;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;39066687;"""850 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";METFORMINA DOC GENERICI;DOC GENERICI S.R.L.;  2,23;  2,23;  0,00;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;40668105;"""850 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER CHIARO PVC/AL";METFORMINA EUROGENERICI;EG S.P.A.;  2,23;  2,23;  0,00;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;38828188;"""850 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA HEXAL AG;HEXAL AG;  2,23;  2,23;  0,00;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;39846086;"""850 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL";METFORMINA MYLAN GENERICS;MYLAN S.P.A.;  2,23;  2,23;  0,00;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;39046216;"""850 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA MYLAN ITALIA;MYLAN S.P.A.;  2,23;  2,23;  0,00;;A1E
Metformina;30 UNITA' 850 MG - USO ORALE;A10BA02;35195306;"""30 COMPRESSE RIVESTITE CON FILM"" IN BLISTER OPACO DA 850MG";METFORMINA TEVA;TEVA ITALIA S.R.L.;  2,23;  2,23;  0,00;;A1E
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;17758020;"""850 MG COMPRESSE RIVESTITE"" 40 COMPRESSE";GLUCOPHAGE;BRUNO FARMACEUTICI S.P.A.;  2,53;  4,64;  2,11;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;35215021;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 CPR";METFONORM;ABIOGEN PHARMA S.P.A.;  2,53;  3,08;  0,55;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;40323026;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 COMPRESSE IN BLISTER PVC/AL";METFORMINA ACTAVIS;ACTAVIS GROUP PTC EHF;  2,53;  2,53;  0,00;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;39044235;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA BLUEFISH;BLUEFISH PHARMACEUTICALS AB;  2,53;  2,53;  0,00;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;39066360;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA DOC GENERICI;DOC GENERICI S.R.L.;  2,53;  2,53;  0,00;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;40668030;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 COMPRESSE IN BLISTER CHIARO PVC/AL";METFORMINA EUROGENERICI;EG S.P.A.;  2,53;  2,53;  0,00;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;39846098;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA MYLAN GENERICS;MYLAN S.P.A.;  2,53;  2,53;  0,00;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;39046228;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA MYLAN ITALIA;MYLAN S.P.A.;  2,53;  2,53;  0,00;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;40975068;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA PENSA;PENSA PHARMA S.P.A.;  2,53;  2,53;  0,00;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;39916224;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";METFORMINA PFIZER;PFIZER ITALIA S.R.L.;  2,53;  2,53;  0,00;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;35195332;40 CPR RIVESTITE IN BLISTER BIANCO OPACO PVC/PVDC/AL DA 850 MG;METFORMINA TEVA;TEVA ITALIA S.R.L.;  2,53;  2,53;  0,00;;A1B
Metformina;40 UNITA' 850 MG - USO ORALE;A10BA02;38257085;"""850 MG COMPRESSE RIVESTITE CON FILM"" 40 COMPRESSE IN BLISTER PVC/AL";ZUGLIMET;ZENTIVA ITALIA S.R.L.;  2,53;  2,53;  0,00;;A1B
Metformina;50 UNITA' 500 MG - USO ORALE;A10BA02;19449014;"""500 MG COMPRESSE RIVESTITE CON FILM"" 50 COMPRESSE";METFORAL;LABORATORI GUIDOTTI S.P.A.;  1,97;  3,64;  1,67;;A1D
Metformina;50 UNITA' 500 MG - USO ORALE;A10BA02;40592014;"""500 MG COMPRESSE RIVESTITE CON FILM"" 50 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  1,97;  1,97;  0,00;;A1D
Metformina;50 UNITA' 500 MG - USO ORALE;A10BA02;39044072;"""500 MG COMPRESSE RIVESTITE CON FILM"" 50 COMPRESSE IN BLISTER PVC/PVDC/AL";METFORMINA BLUEFISH;BLUEFISH PHARMACEUTICALS AB;  1,97;  1,97;  0,00;;A1D
Metformina;50 UNITA' 500 MG - USO ORALE;A10BA02;39066067;"""500 MG COMPRESSE RIVESTITE CON FILM"" 50 CPR IN BLISTER PVC/PVDC/AL";METFORMINA DOC GENERICI;DOC GENERICI S.R.L.;  1,97;  1,97;  0,00;;A1D
